-1.24960959,49.9843826,0,1.92E-37,2.45E-39,3.35E-38
-1.34957886,49.9817848,0,6.75E-07,-3.60E-06,5.36E-06
-1.44954264,49.9789848,0,1.56E-06,-1.44E-05,1.37E-05
-1.5495007,49.9759865,0,2.68E-06,-3.24E-05,2.50E-05
-1.64945257,49.9727859,0,4.08E-06,-5.76E-05,3.94E-05
-1.74939775,49.9693871,0,5.77E-06,-9.00E-05,5.70E-05
-1.84933603,49.965786,0,7.79E-06,-0.000129643,7.78E-05
-1.94926691,49.9619904,0,1.02E-05,-0.000176445,0.00010185
-2.04919004,49.9579887,0,1.29E-05,-0.00023044,0.000129313
-2.14910483,49.9537926,0,1.61E-05,-0.000291624,0.000160197
-2.24901104,49.9493942,0,1.97E-05,-0.000359995,0.000194592
-2.34890842,49.9447975,0,2.38E-05,-0.000435549,0.000232555
-2.44879627,49.9399986,0,2.84E-05,-0.000518282,0.000274171
-2.54867435,49.9350014,0,3.35E-05,-0.000608193,0.000319492
-2.64854217,49.9298019,0,3.92E-05,-0.000705276,0.000368606
-2.7483995,49.9244041,0,4.55E-05,-0.000809529,0.000421564
-2.84824562,49.918808,0,5.24E-05,-0.000920947,0.000478434
-2.94808054,49.9130135,0,6.00E-05,-0.00103953,0.000539285
-3.04790378,49.9070168,0,6.82E-05,-0.00116526,0.000604208
-3.14771461,49.9008217,0,7.71E-05,-0.00129815,0.00067325
-3.24751282,49.8944244,0,8.68E-05,-0.00143819,0.000746505
-3.34729815,49.8878288,0,9.72E-05,-0.00158537,0.000824015
-3.44707012,49.8810349,0,0.000108482,-0.00173969,0.00090585
-3.54682827,49.8740425,0,0.000120542,-0.00190115,0.000992078
-3.64657235,49.866848,0,0.000133461,-0.00206973,0.0010828
-3.74630165,49.8594551,0,0.000147261,-0.00224544,0.00117805
-3.84601617,49.8518639,0,0.000161972,-0.00242826,0.0012779
-3.94571495,49.8440704,0,0.000177629,-0.0026182,0.00138245
-4.04539824,49.8360786,0,0.000194255,-0.00281524,0.00149173
-4.14506531,49.8278885,0,0.000211878,-0.00301939,0.00160582
-4.24471569,49.8195,0,0.000230528,-0.00323063,0.00172478
-4.34434938,49.8109093,0,0.000250242,-0.00344896,0.00184872
-4.44396544,49.8021202,0,0.000271041,-0.00367437,0.00197768
-4.54356384,49.7931328,0,0.000292953,-0.00390685,0.00211171
-4.64314365,49.783947,0,0.000316008,-0.00414641,0.00225088
-4.74270535,49.774559,0,0.000340244,-0.00439303,0.00239532
-4.84224796,49.7649727,0,0.000365681,-0.0046467,0.00254504
-4.94177103,49.755188,0,0.000392347,-0.00490742,0.00270011
-5.04127455,49.7452049,0,0.000420271,-0.00517519,0.0028606
-5.14075804,49.7350235,0,0.000449483,-0.00544999,0.00302657
-5.24022055,49.7246437,0,0.00048001,-0.00573181,0.00319811
-5.33966255,49.7140617,0,0.000511894,-0.00602065,0.00337531
-5.43908262,49.7032852,0,0.00054514,-0.0063165,0.00355816
-5.53848171,49.6923065,0,0.0005798,-0.00661936,0.00374683
-5.63785791,49.6811295,0,0.000615891,-0.00692921,0.00394132
-5.7372117,49.669754,0,0.000653442,-0.00724604,0.00414171
-5.83654308,49.6581802,0,0.000692482,-0.00756986,0.00434807
-5.93585062,49.6464081,0,0.00073304,-0.00790064,0.00456046
-6.03513432,49.6344337,0,0.000775157,-0.00823838,0.00477901
-6.13439417,49.6222649,0,0.000818835,-0.00858308,0.00500367
-6.23362923,49.6098976,0,0.000864117,-0.00893471,0.00523457
-6.33283949,49.5973282,0,0.000911045,-0.00929328,0.00547184
-6.43202448,49.5845642,0,0.000959619,-0.00965878,0.00571542
-6.53118372,49.5716019,0,0.00100988,-0.0100312,0.00596544
-6.63031673,49.5584373,0,0.00106188,-0.0104105,0.00622204
-6.72942352,49.5450783,0,0.00111561,-0.0107967,0.00648515
-6.82850313,49.5315208,0,0.00117111,-0.0111898,0.00675491
-6.92755556,49.517765,0,0.00122842,-0.0115898,0.00703138
-7.02658033,49.5038109,0,0.00128755,-0.0119966,0.00731464
-7.1255765,49.4896584,0,0.00134855,-0.0124103,0.00760475
-7.22454453,49.4753075,0,0.00141144,-0.0128308,0.00790177
-7.32348394,49.4607582,0,0.00147624,-0.0132582,0.00820579
-7.4223938,49.4460106,0,0.00154299,-0.0136924,0.00851686
-7.52127361,49.4310684,0,0.00161169,-0.0141333,0.00883497
-7.62012386,49.4159241,0,0.00168241,-0.0145811,0.00916036
-7.71894312,49.4005852,0,0.00175515,-0.0150357,0.00949293
-7.81773186,49.3850479,0,0.00182994,-0.0154971,0.00983282
-7.91648912,49.3693161,0,0.0019068,-0.0159652,0.01018
-8.01521492,49.3533821,0,0.0019858,-0.0164401,0.0105348
-8.11390877,49.3372536,0,0.00206691,-0.0169217,0.010897
-8.21257019,49.3209267,0,0.0021502,-0.0174101,0.0112668
-8.31119823,49.3044014,0,0.00223569,-0.0179051,0.0116442
-8.40979385,49.2876816,0,0.00232338,-0.0184069,0.0120294
