0,0.775567,-4.86212,0.489301
0.199991,0.762046,-4.81651,0.483551
0.399981,0.748655,-4.77082,0.477793
0.599972,0.735394,-4.72507,0.472027
0.799962,0.722264,-4.67925,0.466256
0.999954,0.709265,-4.63338,0.46048
1.19995,0.696396,-4.58745,0.4547
1.39993,0.683658,-4.54148,0.448918
1.59993,0.671051,-4.49546,0.443134
1.79992,0.658575,-4.44941,0.43735
1.99991,0.64623,-4.40332,0.431566
2.1999,0.634016,-4.35721,0.425785
2.39989,0.621933,-4.31107,0.420006
2.59988,0.609981,-4.26492,0.414231
2.79987,0.59816,-4.21875,0.408461
2.99986,0.58647,-4.17258,0.402698
3.19986,0.574911,-4.12641,0.396942
3.39984,0.563483,-4.08024,0.391194
3.59984,0.552185,-4.03407,0.385456
3.79983,0.541018,-3.98792,0.379728
3.99982,0.529981,-3.94179,0.374012
4.19981,0.519075,-3.89568,0.368309
4.3998,0.508299,-3.8496,0.36262
4.59979,0.497653,-3.80355,0.356945
4.79978,0.487137,-3.75753,0.351287
4.99977,0.476751,-3.71157,0.345646
5.19976,0.466494,-3.66565,0.340023
5.39975,0.456367,-3.61978,0.33442
5.59974,0.446369,-3.57397,0.328837
5.79974,0.4365,-3.52823,0.323276
5.99973,0.42676,-3.48255,0.317737
6.19972,0.417148,-3.43695,0.312221
6.39971,0.407664,-3.39142,0.30673
6.5997,0.398308,-3.34598,0.301265
6.79969,0.38908,-3.30063,0.295827
6.99968,0.379979,-3.25537,0.290416
7.19967,0.371005,-3.2102,0.285034
7.39966,0.362158,-3.16515,0.279682
7.59965,0.353437,-3.1202,0.274361
7.79964,0.344842,-3.07536,0.269071
7.99963,0.336373,-3.03064,0.263815
8.19963,0.328028,-2.98605,0.258592
8.39961,0.319809,-2.94159,0.253403
8.59961,0.311714,-2.89726,0.248251
8.7996,0.303742,-2.85306,0.243135
8.99959,0.295895,-2.80902,0.238056
9.19958,0.28817,-2.76512,0.233017
9.39957,0.280568,-2.72137,0.228016
9.59956,0.273088,-2.67779,0.223056
9.79955,0.26573,-2.63437,0.218137
9.99954,0.258492,-2.59111,0.21326
10.1995,0.251375,-2.54804,0.208427
10.3995,0.244379,-2.50514,0.203637
10.5995,0.237502,-2.46242,0.198891
10.7995,0.230743,-2.4199,0.194192
10.9995,0.224103,-2.37757,0.189538
11.1995,0.217581,-2.33544,0.184932
11.3995,0.211176,-2.29352,0.180373
11.5995,0.204888,-2.2518,0.175863
11.7995,0.198716,-2.2103,0.171403
11.9994,0.192658,-2.16902,0.166993
12.1994,0.186716,-2.12797,0.162633
12.3994,0.180888,-2.08714,0.158325
12.5994,0.175172,-2.04655,0.15407
12.7994,0.16957,-2.0062,0.149867
12.9994,0.164079,-1.9661,0.145718
13.1994,0.1587,-1.92625,0.141623
13.3994,0.153431,-1.88665,0.137583
13.5994,0.148271,-1.84732,0.133599
13.7994,0.143221,-1.80825,0.12967
13.9993,0.138279,-1.76945,0.125798
14.1993,0.133444,-1.73093,0.121983
14.3993,0.128716,-1.69269,0.118226
14.5993,0.124094,-1.65473,0.114526
14.7993,0.119576,-1.61707,0.110885
14.9993,0.115163,-1.5797,0.107304
15.1993,0.110853,-1.54264,0.103781
15.3993,0.106646,-1.50588,0.100319
15.5993,0.102539,-1.46944,0.0969165
15.7993,0.098534,-1.43331,0.0935748
15.9992,0.0946283,-1.3975,0.090294
16.1992,0.0908213,-1.36202,0.0870744
16.3992,0.0871123,-1.32688,0.0839164
16.5992,0.0835001,-1.29207,0.0808201
16.7992,0.0799839,-1.25761,0.0777858
16.9992,0.0765627,-1.22349,0.0748137
17.1992,0.0732355,-1.18973,0.0719041
17.3992,0.0700013,-1.15632,0.069057
17.5992,0.066859,-1.12328,0.0662726
17.7991,0.0638077,-1.09061,0.063551
17.9991,0.0608463,-1.05831,0.0608923
18.1991,0.0579738,-1.02639,0.0582964
18.3991,0.055189,-0.99486,0.0557636
18.5991,0.052491,-0.963714,0.0532937
18.7991,0.0498785,-0.932964,0.0508866
18.9991,0.0473505,-0.902613,0.0485425
19.1991,0.0449059,-0.872667,0.046261
19.3991,0.0425435,-0.843131,0.0440422
19.599,0.0402621,-0.81401,0.0418858
19.799,0.0380607,-0.78531,0.0397917
19.999,0.035938,-0.757036,0.0377597
20.199,0.0338928,-0.729192,0.0357894
20.399,0.0319239,-0.701784,0.0338807
20.599,0.0300301,-0.674817,0.0320331
20.799,0.0282102,-0.648297,0.0302464
20.999,0.0264629,-0.622228,0.0285202
21.1989,0.024787,-0.596616,0.026854
21.3989,0.0231811,-0.571466,0.0252475
21.5989,0.021644,-0.546782,0.0237
21.7989,0.0201743,-0.522571,0.0222111
21.9989,0.0187708,-0.498837,0.0207803
22.1989,0.0174322,-0.475586,0.019407
22.3989,0.016157,-0.452822,0.0180904
22.5989,0.0149439,-0.430552,0.0168301
22.7988,0.0137915,-0.408779,0.0156251
22.9988,0.0126985,-0.38751,0.014475
23.1988,0.0116635,-0.366749,0.0133787
23.3988,0.0106849,-0.346501,0.0123356
23.5988,0.00976148,-0.326772,0.0113448
23.7988,0.00889169,-0.307567,0.0104054
23.9988,0.00807408,-0.288891,0.00951648
24.1988,0.00730719,-0.27075,0.00867704
24.3987,0.00658952,-0.253147,0.00788609
24.5987,0.00591958,-0.236089,0.00714259
24.7987,0.00529585,-0.219581,0.00644544
24.9987,0.0047168,-0.203627,0.00579351
25.1987,0.00418088,-0.188234,0.00518563
25.3987,0.00368655,-0.173405,0.00462058
25.5987,0.00323222,-0.159146,0.00409712
25.7986,0.00281631,-0.145463,0.00361393
25.9986,0.00243722,-0.13236,0.00316969
26.1986,0.00209334,-0.119843,0.002763
26.3986,0.00178304,-0.107916,0.00239244
26.5986,0.00150468,-0.0965847,0.00205653
26.7986,0.00125659,-0.0858544,0.00175376
26.9986,0.00103712,-0.0757299,0.00148256
27.1985,0.000844575,-0.0662163,0.00124133
27.3985,0.000677258,-0.0573188,0.00102841
27.5985,0.000533457,-0.0490424,0.000842102
27.7985,0.000411447,-0.0413921,0.000680669
27.9985,0.000309488,-0.034373,0.000542315
28.1985,0.000225826,-0.02799,0.000425202
28.3985,0.000158693,-0.0222484,0.000327444
28.5984,0.000106308,-0.017153,0.000247107
28.7984,6.69E-05,-0.0127089,0.000182211
28.9984,3.86E-05,-0.00892103,0.000130726
29.1984,1.96E-05,-0.00579444,9.06E-05
29.3984,8.13E-06,-0.00333408,5.96E-05
29.5984,2.28E-06,-0.00154492,3.57E-05
29.7983,1.94E-07,-0.000431916,1.66E-05
29.9983,2.12E-40,0,5.99E-41
