-20.50468731,0.0005409829061282646
-20.48062161564965,0.0005196374203624114
-20.4565559212993,0.0004987717588838919
-20.43249022694895,0.0004783810154428616
-20.4084245325986,0.0004584602837894853
-20.38435883824825,0.0004390046576739275
-20.3602931438979,0.0004200092308463442
-20.33622744954755,0.00040146909705690304
-20.3121617551972,0.00038337935005575976
-20.288096060846847,0.00036573508359307914
-20.2640303664965,0.00034853139141902524
-20.239964672146147,0.0003317633672837549
-20.215898977795796,0.0003154261049374322
-20.191833283445447,0.0002995146981302212
-20.167767589095096,0.00028402424061227887
-20.143701894744748,0.00026894982613377173
-20.119636200394396,0.0002542865484448568
-20.095570506044044,0.00024002950129569826
-20.071504811693696,0.00022617377843645966
-20.047439117343345,0.0002127144736172987
-20.023373422992993,0.000199646680588379
-19.999307728642645,0.00018696549309986434
-19.975242034292293,0.00017466600490191264
-19.951176339941945,0.00016274330974468918
-19.927110645591593,0.00015119250137835208
-19.90304495124124,0.00014000867355306497
-19.878979256890894,0.00012918692001899105
-19.854913562540542,0.000118722334526289
-19.83084786819019,0.00010861001082512199
-19.806782173839842,9.884504266565314e-05
-19.78271647948949,8.94225237980414e-05
-19.75865078513914,8.033754797244986e-05
-19.73458509078879,7.158520893904135e-05
-19.71051939643844,6.316060044797538e-05
-19.68645370208809,5.505881624941588e-05
-19.66238800773774,4.727495009352213e-05
-19.638322313387388,3.9804095730457246e-05
-19.61425661903704,3.264134691038383e-05
-19.590190924686688,2.5781797383461498e-05
-19.566125230336336,1.9220540899853088e-05
-19.542059535985988,1.2952671209721173e-05
-19.517993841635636,6.973282063225606e-06
-19.49392814728529,1.277467210529985e-06
-19.469862452934937,-4.139679598205765e-06
-19.445796758584585,-9.283064612819131e-06
-19.421731064234237,-1.415759408314756e-05
-19.397665369883885,-1.8768174259030946e-05
-19.373599675533534,-2.3119711390306716e-05
-19.349533981183185,-2.7217111726812583e-05
-19.325468286832834,-3.106528151838807e-05
-19.301402592482482,-3.4669127014870867e-05
-19.277336898132134,-3.8033554466098726e-05
-19.253271203781782,-4.116347012191101e-05
-19.229205509431434,-4.406378023214496e-05
-19.205139815081083,-4.673939104663986e-05
-19.18107412073073,-4.91952088152334e-05
-19.157008426380383,-5.143613978776371e-05
-19.13294273203003,-5.346709021406964e-05
-19.10887703767968,-5.529296634398918e-05
-19.08481134332933,-5.6918674427360455e-05
-19.06074564897898,-5.8349120714022166e-05
-19.03667995462863,-5.958921145381203e-05
-19.01261426027828,-6.0643852896568944e-05
-18.98854856592793,-6.151795129213088e-05
-18.96448287157758,-6.221641289033611e-05
-18.94041717722723,-6.274414394102304e-05
-18.916351482876877,-6.310605069402988e-05
-18.89228578852653,-6.330703939919488e-05
-18.868220094176177,-6.335201630635641e-05
-18.844154399825825,-6.324588766535278e-05
-18.820088705475477,-6.299355972602228e-05
-18.796023011125126,-6.259993873820307e-05
-18.771957316774778,-6.206993095173358e-05
-18.747891622424426,-6.140844261645196e-05
-18.723825928074074,-6.0620379982196565e-05
-18.699760233723726,-5.971064929880589e-05
-18.675694539373374,-5.8684156816117826e-05
-18.651628845023023,-5.75458087839709e-05
-18.627563150672675,-5.630051145220352e-05
-18.603497456322323,-5.495317107065364e-05
-18.579431761971975,-5.350869388915999e-05
-18.555366067621623,-5.197198615756033e-05
-18.53130037327127,-5.034795412569323e-05
-18.507234678920923,-4.8641504043397255e-05
-18.483168984570572,-4.685754216051009e-05
-18.45910329022022,-4.500097472687041e-05
-18.435037595869872,-4.307670799231669e-05
-18.41097190151952,-4.108964820668664e-05
-18.38690620716917,-3.904470161981891e-05
-18.36284051281882,-3.694677448155203e-05
-18.33877481846847,-3.4800773041723725e-05
-18.31470912411812,-3.261160355017291e-05
-18.29064342976777,-3.0384172256737207e-05
-18.266577735417417,-2.8123385411255145e-05
-18.24251204106707,-2.5834149263565595e-05
-18.218446346716718,-2.352137006350587e-05
-18.19438065236637,-2.1189954060915143e-05
-18.170314958016018,-1.8844807505630885e-05
-18.146249263665666,-1.6490836647491904e-05
-18.122183569315318,-1.4132947736336675e-05
-18.098117874964966,-1.1776047022002842e-05
-18.074052180614615,-9.425040754329079e-06
-18.049986486264267,-7.0848351831539675e-06
-18.025920791913915,-4.760336558315127e-06
-18.001855097563563,-2.4564511296512254e-06
-17.977789403213215,-1.7808514700085005e-07
-17.953723708862864,2.069855139798406e-06
-17.929658014512512,4.282463480907893e-06
-17.905592320162164,6.454833626489015e-06
-17.881526625811812,8.582059326704038e-06
-17.857460931461464,1.0659234331714122e-05
-17.833395237111112,1.268145239168162e-05
-17.80932954276076,1.464380725676791e-05
-17.785263848410413,1.6541392677134342e-05
-17.76119815406006,1.8369302402943296e-05
-17.737132459709713,2.012263018435592e-05
-17.71306676535936,2.1796469771534457e-05
-17.68900107100901,2.338591491464028e-05
-17.66493537665866,2.488605936383496e-05
-17.64086968230831,2.62919968692806e-05
-17.616803987957958,2.759882118113871e-05
-17.59273829360761,2.8801626049570784e-05
